ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
"10,114.00",24.00,30.06,1.00,721.44,4/1/2003 0:00,Shipped,2.00,4.00,"2,003.00",Classic Cars,35.00,S24_2840,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie
"10,127.00",39.00,38.19,12.00,"1,489.41",6/3/2003 0:00,Shipped,2.00,6.00,"2,003.00",Classic Cars,35.00,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
"10,141.00",21.00,42.43,6.00,891.03,8/1/2003 0:00,Shipped,3.00,8.00,"2,003.00",Classic Cars,35.00,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
"10,151.00",30.00,40.31,4.00,"1,209.30",9/21/2003 0:00,Shipped,3.00,9.00,"2,003.00",Classic Cars,35.00,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
"10,165.00",27.00,31.82,13.00,859.14,10/22/2003 0:00,Shipped,4.00,10.00,"2,003.00",Classic Cars,35.00,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
"10,175.00",37.00,31.12,2.00,"1,151.44",11/6/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,35.00,S24_2840,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann
"10,184.00",42.00,31.82,7.00,"1,336.44",11/14/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,35.00,S24_2840,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,JosÇ Pedro
"10,195.00",32.00,28.29,7.00,905.28,11/25/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,35.00,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve
"10,207.00",42.00,29.70,8.00,"1,247.40",12/9/2003 0:00,Shipped,4.00,12.00,"2,003.00",Classic Cars,35.00,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie
"10,219.00",21.00,40.31,3.00,846.51,2/10/2004 0:00,Shipped,1.00,2.00,"2,004.00",Classic Cars,35.00,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue
"10,229.00",33.00,32.88,2.00,"1,085.04",3/11/2004 0:00,Shipped,1.00,3.00,"2,004.00",Classic Cars,35.00,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,246.00",49.00,36.07,6.00,"1,767.43",5/5/2004 0:00,Shipped,2.00,5.00,"2,004.00",Classic Cars,35.00,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,259.00",31.00,33.24,5.00,"1,030.44",6/15/2004 0:00,Shipped,2.00,6.00,"2,004.00",Classic Cars,35.00,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,069045,Singapore,APAC,Victorino,Wendy
"10,271.00",38.00,41.72,6.00,"1,585.36",7/20/2004 0:00,Shipped,3.00,7.00,"2,004.00",Classic Cars,35.00,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,281.00",20.00,40.66,2.00,813.20,8/19/2004 0:00,Shipped,3.00,8.00,"2,004.00",Classic Cars,35.00,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung
"10,292.00",39.00,30.06,9.00,"1,172.34",9/8/2004 0:00,Shipped,3.00,9.00,"2,004.00",Classic Cars,35.00,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai
"10,305.00",48.00,31.47,6.00,"1,510.56",10/13/2004 0:00,Shipped,4.00,10.00,"2,004.00",Classic Cars,35.00,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta
"10,314.00",39.00,37.13,15.00,"1,448.07",10/22/2004 0:00,Shipped,4.00,10.00,"2,004.00",Classic Cars,35.00,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,,èrhus,,8200,Denmark,EMEA,Ibsen,Palle
"10,324.00",30.00,100.00,9.00,"3,338.10",11/5/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,35.00,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael
"10,335.00",33.00,37.13,2.00,"1,225.29",11/19/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,35.00,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,349.00",36.00,37.13,3.00,"1,336.68",12/1/2004 0:00,Shipped,4.00,12.00,"2,004.00",Classic Cars,35.00,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
"10,358.00",36.00,82.94,4.00,"2,985.84",12/10/2004 0:00,Shipped,4.00,12.00,"2,004.00",Classic Cars,35.00,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,371.00",45.00,100.00,8.00,"5,545.80",1/23/2005 0:00,Shipped,1.00,1.00,"2,005.00",Classic Cars,35.00,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,383.00",40.00,100.00,3.00,"6,089.60",2/22/2005 0:00,Shipped,1.00,2.00,"2,005.00",Classic Cars,35.00,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,394.00",46.00,38.90,6.00,"1,789.40",3/15/2005 0:00,Shipped,1.00,3.00,"2,005.00",Classic Cars,35.00,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,412.00",30.00,36.07,6.00,"1,082.10",5/3/2005 0:00,Shipped,2.00,5.00,"2,005.00",Classic Cars,35.00,S24_2840,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,425.00",31.00,33.24,5.00,"1,030.44",5/31/2005 0:00,In Process,2.00,5.00,"2,005.00",Classic Cars,35.00,S24_2840,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine
"10,106.00",49.00,74.68,13.00,"3,659.32",2/17/2003 0:00,Shipped,1.00,2.00,"2,003.00",Planes,68.00,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
"10,119.00",41.00,59.60,4.00,"2,443.60",4/28/2003 0:00,Shipped,2.00,4.00,"2,003.00",Planes,68.00,S24_2841,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
"10,131.00",35.00,67.14,5.00,"2,349.90",6/16/2003 0:00,Shipped,2.00,6.00,"2,003.00",Planes,68.00,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan
"10,143.00",27.00,60.97,8.00,"1,646.19",8/10/2003 0:00,Shipped,3.00,8.00,"2,003.00",Planes,68.00,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
"10,155.00",23.00,72.62,6.00,"1,670.26",10/6/2003 0:00,Shipped,4.00,10.00,"2,003.00",Planes,68.00,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
"10,167.00",21.00,69.88,2.00,"1,467.48",10/23/2003 0:00,Cancelled,4.00,10.00,"2,003.00",Planes,68.00,S24_2841,Scandinavian Gift Ideas,0695-34 6555,èkergatan 24,,BrÑcke,,S-844 67,Sweden,EMEA,Larsson,Maria
"10,178.00",34.00,80.84,5.00,"2,748.56",11/8/2003 0:00,Shipped,4.00,11.00,"2,003.00",Planes,68.00,S24_2841,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette
"10,186.00",22.00,69.20,2.00,"1,522.40",11/14/2003 0:00,Shipped,4.00,11.00,"2,003.00",Planes,68.00,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
"10,198.00",48.00,67.82,5.00,"3,255.36",11/27/2003 0:00,Shipped,4.00,11.00,"2,003.00",Planes,68.00,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
"10,209.00",43.00,82.21,1.00,"3,535.03",1/9/2004 0:00,Shipped,1.00,1.00,"2,004.00",Planes,68.00,S24_2841,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael
"10,222.00",32.00,81.53,5.00,"2,608.96",2/19/2004 0:00,Shipped,1.00,2.00,"2,004.00",Planes,68.00,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie
"10,249.00",20.00,67.82,1.00,"1,356.40",5/8/2004 0:00,Shipped,2.00,5.00,"2,004.00",Planes,68.00,S24_2841,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung
"10,262.00",24.00,67.14,10.00,"1,611.36",6/24/2004 0:00,Cancelled,2.00,6.00,"2,004.00",Planes,68.00,S24_2841,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,274.00",40.00,65.08,2.00,"2,603.20",7/21/2004 0:00,Shipped,3.00,7.00,"2,004.00",Planes,68.00,S24_2841,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen
"10,284.00",30.00,73.99,12.00,"2,219.70",8/21/2004 0:00,Shipped,3.00,8.00,"2,004.00",Planes,68.00,S24_2841,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
"10,296.00",21.00,71.25,8.00,"1,496.25",9/15/2004 0:00,Shipped,3.00,9.00,"2,004.00",Planes,68.00,S24_2841,"Bavarian Collectables Imports, Co.", +49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
"10,307.00",25.00,75.36,2.00,"1,884.00",10/14/2004 0:00,Shipped,4.00,10.00,"2,004.00",Planes,68.00,S24_2841,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
"10,316.00",34.00,63.71,10.00,"2,166.14",11/1/2004 0:00,Shipped,4.00,11.00,"2,004.00",Planes,68.00,S24_2841,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
"10,328.00",48.00,58.92,1.00,"2,828.16",11/12/2004 0:00,Shipped,4.00,11.00,"2,004.00",Planes,68.00,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
"10,339.00",55.00,100.00,12.00,"6,214.45",11/23/2004 0:00,Shipped,4.00,11.00,"2,004.00",Planes,68.00,S24_2841,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
"10,351.00",25.00,74.68,5.00,"1,867.00",12/3/2004 0:00,Shipped,4.00,12.00,"2,004.00",Planes,68.00,S24_2841,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann
"10,373.00",38.00,70.44,7.00,"2,676.72",1/31/2005 0:00,Shipped,1.00,1.00,"2,005.00",Planes,68.00,S24_2841,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
"10,386.00",39.00,55.96,1.00,"2,182.44",3/1/2005 0:00,Resolved,1.00,3.00,"2,005.00",Planes,68.00,S24_2841,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,398.00",28.00,57.55,3.00,"1,611.40",3/30/2005 0:00,Shipped,1.00,3.00,"2,005.00",Planes,68.00,S24_2841,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
"10,400.00",24.00,61.66,2.00,"1,479.84",4/1/2005 0:00,Shipped,2.00,4.00,"2,005.00",Planes,68.00,S24_2841,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
"10,415.00",21.00,67.82,1.00,"1,424.22",5/9/2005 0:00,Disputed,2.00,5.00,"2,005.00",Planes,68.00,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
"10,110.00",46.00,100.00,10.00,"5,942.28",3/18/2003 0:00,Shipped,1.00,3.00,"2,003.00",Classic Cars,117.00,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
"10,124.00",25.00,93.95,9.00,"2,348.75",5/21/2003 0:00,Shipped,2.00,5.00,"2,003.00",Classic Cars,117.00,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue
"10,148.00",34.00,100.00,3.00,"4,392.12",9/11/2003 0:00,Shipped,3.00,9.00,"2,003.00",Classic Cars,117.00,S24_2887,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
"10,161.00",25.00,100.00,2.00,"2,759.75",10/17/2003 0:00,Shipped,4.00,10.00,"2,003.00",Classic Cars,117.00,S24_2887,Heintze Collectables,86 21 3555,Smagsloget 45,,èrhus,,8200,Denmark,EMEA,Ibsen,Palle
"10,173.00",23.00,100.00,16.00,"2,728.03",11/5/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,117.00,S24_2887,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
"10,182.00",20.00,100.00,13.00,"2,395.80",11/12/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,117.00,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,192.00",23.00,100.00,1.00,"3,052.33",11/20/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,117.00,S24_2887,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
"10,204.00",42.00,100.00,7.00,"4,242.00",12/2/2003 0:00,Shipped,4.00,12.00,"2,003.00",Classic Cars,117.00,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
"10,213.00",27.00,100.00,3.00,"2,790.45",1/22/2004 0:00,Shipped,1.00,1.00,"2,004.00",Classic Cars,117.00,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
"10,227.00",33.00,100.00,13.00,"4,340.49",3/2/2004 0:00,Shipped,1.00,3.00,"2,004.00",Classic Cars,117.00,S24_2887,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
"10,241.00",28.00,98.65,5.00,"2,762.20",4/13/2004 0:00,Shipped,2.00,4.00,"2,004.00",Classic Cars,117.00,S24_2887,Mini Caravy,88.60.1555,"24, place KlÇber",,Strasbourg,,67000,France,EMEA,Citeaux,FrÇdÇrique
"10,267.00",43.00,100.00,2.00,"4,645.72",7/7/2004 0:00,Shipped,3.00,7.00,"2,004.00",Classic Cars,117.00,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
"10,279.00",48.00,100.00,2.00,"5,580.96",8/9/2004 0:00,Shipped,3.00,8.00,"2,004.00",Classic Cars,117.00,S24_2887,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,288.00",48.00,100.00,8.00,"6,539.04",9/1/2004 0:00,Shipped,3.00,9.00,"2,004.00",Classic Cars,117.00,S24_2887,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,069045,Singapore,APAC,Victorino,Wendy
"10,302.00",45.00,100.00,4.00,"5,548.95",10/6/2003 0:00,Shipped,4.00,10.00,"2,003.00",Classic Cars,117.00,S24_2887,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
"10,311.00",43.00,100.00,3.00,"4,595.41",10/16/2004 0:00,Shipped,4.00,10.00,"2,004.00",Classic Cars,117.00,S24_2887,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,332.00",44.00,42.26,11.00,"1,859.44",11/17/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,117.00,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
"10,346.00",24.00,87.24,5.00,"2,093.76",11/29/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,117.00,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue
"10,368.00",31.00,100.00,5.00,"4,223.13",1/19/2005 0:00,Shipped,1.00,1.00,"2,005.00",Classic Cars,117.00,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,380.00",44.00,36.29,7.00,"1,596.76",2/16/2005 0:00,Shipped,1.00,2.00,"2,005.00",Classic Cars,117.00,S24_2887,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,407.00",59.00,98.65,5.00,"5,820.35",4/22/2005 0:00,On Hold,2.00,4.00,"2,005.00",Classic Cars,117.00,S24_2887,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
"10,420.00",55.00,96.30,8.00,"5,296.50",5/29/2005 0:00,In Process,2.00,5.00,"2,005.00",Classic Cars,117.00,S24_2887,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
"10,109.00",29.00,32.10,6.00,930.90,3/10/2003 0:00,Shipped,1.00,3.00,"2,003.00",Classic Cars,37.00,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
"10,122.00",39.00,30.96,4.00,"1,207.44",5/8/2003 0:00,Shipped,2.00,5.00,"2,003.00",Classic Cars,37.00,S24_2972,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence
"10,135.00",20.00,35.87,1.00,717.40,7/2/2003 0:00,Shipped,3.00,7.00,"2,003.00",Classic Cars,37.00,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,147.00",25.00,42.67,1.00,"1,066.75",9/5/2003 0:00,Shipped,3.00,9.00,"2,003.00",Classic Cars,37.00,S24_2972,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen
"10,160.00",42.00,37.00,2.00,"1,554.00",10/11/2003 0:00,Shipped,4.00,10.00,"2,003.00",Classic Cars,37.00,S24_2972,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael
"10,171.00",36.00,35.49,4.00,"1,277.64",11/5/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,37.00,S24_2972,QuÇbec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,MontrÇal,QuÇbec,H1J 1C3,Canada,NA,Fresniäre,Jean
"10,181.00",37.00,42.67,8.00,"1,578.79",11/12/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,37.00,S24_2972,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
"10,192.00",30.00,30.59,13.00,917.70,11/20/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,37.00,S24_2972,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
"10,203.00",21.00,37.00,2.00,777.00,12/2/2003 0:00,Shipped,4.00,12.00,"2,003.00",Classic Cars,37.00,S24_2972,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,212.00",34.00,43.42,12.00,"1,476.28",1/16/2004 0:00,Shipped,1.00,1.00,"2,004.00",Classic Cars,37.00,S24_2972,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,225.00",42.00,36.63,3.00,"1,538.46",2/22/2004 0:00,Shipped,1.00,2.00,"2,004.00",Classic Cars,37.00,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Genäve,,1203,Switzerland,EMEA,Holz,Michael
"10,239.00",20.00,44.56,2.00,891.20,4/12/2004 0:00,Shipped,2.00,4.00,"2,004.00",Classic Cars,37.00,S24_2972,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
"10,253.00",40.00,42.67,7.00,"1,706.80",6/1/2004 0:00,Cancelled,2.00,6.00,"2,004.00",Classic Cars,37.00,S24_2972,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
"10,266.00",34.00,40.40,8.00,"1,373.60",7/6/2004 0:00,Shipped,3.00,7.00,"2,004.00",Classic Cars,37.00,S24_2972,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
"10,278.00",31.00,38.89,8.00,"1,205.59",8/6/2004 0:00,Shipped,3.00,8.00,"2,004.00",Classic Cars,37.00,S24_2972,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue
"10,287.00",36.00,39.65,6.00,"1,427.40",8/30/2004 0:00,Shipped,3.00,8.00,"2,004.00",Classic Cars,37.00,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Genäve,,1203,Switzerland,EMEA,Holz,Michael
"10,301.00",48.00,34.36,10.00,"1,649.28",10/5/2003 0:00,Shipped,4.00,10.00,"2,003.00",Classic Cars,37.00,S24_2972,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
"10,310.00",33.00,41.91,4.00,"1,383.03",10/16/2004 0:00,Shipped,4.00,10.00,"2,004.00",Classic Cars,37.00,S24_2972,"Toms SpezialitÑten, Ltd",0221-5554327,Mehrheimerstr. 369,,Kîln,,50739,Germany,EMEA,Pfalzheim,Henriette
"10,321.00",37.00,33.23,12.00,"1,229.51",11/4/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,37.00,S24_2972,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta
"10,331.00",27.00,42.24,13.00,"1,140.48",11/17/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,37.00,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
"10,342.00",39.00,40.40,9.00,"1,575.60",11/24/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,37.00,S24_2972,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
"10,355.00",36.00,38.52,4.00,"1,386.72",12/7/2004 0:00,Shipped,4.00,12.00,"2,004.00",Classic Cars,37.00,S24_2972,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,367.00",36.00,100.00,2.00,"5,018.40",1/12/2005 0:00,Resolved,1.00,1.00,"2,005.00",Classic Cars,37.00,S24_2972,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie
"10,378.00",41.00,100.00,7.00,"5,856.85",2/10/2005 0:00,Shipped,1.00,2.00,"2,005.00",Classic Cars,37.00,S24_2972,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,390.00",37.00,100.00,5.00,"4,894.73",3/4/2005 0:00,Shipped,1.00,3.00,"2,005.00",Classic Cars,37.00,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,405.00",47.00,44.56,2.00,"2,094.32",4/14/2005 0:00,Shipped,2.00,4.00,"2,005.00",Classic Cars,37.00,S24_2972,Mini Caravy,88.60.1555,"24, place KlÇber",,Strasbourg,,67000,France,EMEA,Citeaux,FrÇdÇrique
"10,419.00",15.00,42.67,7.00,640.05,5/17/2005 0:00,Shipped,2.00,5.00,"2,005.00",Classic Cars,37.00,S24_2972,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
